sent_id,situation,emotion,age_group,sex,text
E10055,가족,슬픔,청년,F,명절에 친척들이 취업 얘기만 물어봤어. 뭘 해도 마음이 텅 빈 것 같아.
E10056,가족,슬픔,청년,F,엄마가 병원에 입원하셨어. 괜히 예민해지는 것 같아.
E10057,직장,분노,중년,M,출근길에 지하철에서 쓰러질 뻔했어. 며칠째 마음이 안 좋아.
E10058,직장,불안,청년,F,출근길에 지하철에서 쓰러질 뻔했어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10059,직장,당황,중년,F,프로젝트 마감이 코앞인데 아무것도 안 됐어. 어떻게 반응해야 할지 모르겠더라.
E10060,직장,분노,청년,M,야근이 삼 주째 이어지고 있어. 진짜 화가 나서 참을 수가 없어.
E10061,학업,불안,청년,M,시험 성적이 생각보다 안 나왔어. 심장이 계속 두근거려.
E10062,연애,불안,노년,F,남자친구랑 어제 크게 싸웠어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10063,학업,불안,청년,M,같은 조 애들이 아무것도 안 해. 심장이 계속 두근거려.
E10064,직장,당황,중년,F,회사에서 갑자기 부서 이동하래. 혼자 있고 싶다가도 외로워.
E10065,가족,슬픔,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 아무것도 하기 싫고 자꾸 가라앉아.
E10066,대인관계,슬픔,중년,F,친구가 돈을 빌려 가고 연락이 없어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E10067,연애,기쁨,청년,M,소개팅에서 만난 사람이 또 연락 왔어. 기분이 계속 가라앉아.
E10068,가족,당황,노년,M,부모님이 자꾸 결혼 얘기를 하셔. 이런 내가 좀 낯설어.
E10069,직장,불안,중년,M,프로젝트 마감이 코앞인데 아무것도 안 됐어. 혼자 있고 싶다가도 외로워.
E10070,학업,기쁨,청년,F,장학금 결과가 나왔어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E10071,직장,불안,청년,F,회사에서 갑자기 부서 이동하래. 기분이 계속 가라앉아.
E10072,건강,슬픔,청년,M,병원에서 재검사하래. 이런 내가 좀 낯설어.
E10073,연애,슬픔,노년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 뭘 해도 마음이 텅 빈 것 같아.
E10074,학업,불안,중년,M,밤새 공부했는데 문제가 다 처음 보는 거였어. 뭐라고 말해야 할지 모르겠어.
E10075,금전,불안,청년,F,주식이 반토막 났어. 며칠째 마음이 안 좋아.
E10076,연애,슬픔,청년,F,남자친구랑 어제 크게 싸웠어. 잠도 잘 안 오고 계속 뒤척여.
E10077,학업,상처,중년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 내가 그렇게 하찮은 사람인가 싶어.
E10078,대인관계,상처,중년,M,친한 친구가 내 뒷담화를 했대. 기분이 계속 가라앉아.
E10079,금전,분노,중년,M,카드값이 월급보다 많이 나왔어. 속이 좀 시끄러워.
E10080,연애,분노,중년,M,헤어진 지 한 달 됐는데 아직 생각나. 그냥 마음이 복잡해.
E10081,대인관계,불안,청년,M,친한 친구가 내 뒷담화를 했대. 걱정돼서 밥도 잘 안 넘어가.
E10082,건강,분노,중년,F,병원에서 재검사하래. 잠도 잘 안 오고 계속 뒤척여.
E10083,학업,불안,청년,M,밤새 공부했는데 문제가 다 처음 보는 거였어. 하루 종일 그 생각만 나.
E10084,가족,기쁨,청년,F,아이가 학교에서 상을 받아 왔어. 너무 좋아서 아직도 실감이 안 나.
E10085,가족,불안,중년,F,명절에 친척들이 취업 얘기만 물어봤어. 심장이 계속 두근거려.
E10086,직장,상처,중년,F,출근길에 지하철에서 쓰러질 뻔했어. 아무렇지 않은 척하는 게 제일 힘들어.
E10087,금전,분노,청년,M,카드값이 월급보다 많이 나왔어. 기분이 계속 가라앉아.
E10088,대인관계,상처,청년,M,친구가 돈을 빌려 가고 연락이 없어. 믿었던 사람한테 이런 일 당하니까 더 아파.
E10089,건강,불안,중년,F,건강검진 결과가 안 좋게 나왔어. 혼자 있고 싶다가도 외로워.
E10090,금전,슬픔,청년,F,카드값이 월급보다 많이 나왔어. 그냥 하루 종일 눈물만 나.
E10091,학업,당황,청년,F,시험 성적이 생각보다 안 나왔어. 뭐라고 말해야 할지 모르겠어.
E10092,가족,당황,청년,F,엄마가 병원에 입원하셨어. 예상을 완전히 벗어나서 정신이 없어.
E10093,직장,기쁨,청년,F,연봉 협상이 생각보다 잘 됐어. 진짜 오랜만에 기분이 날아갈 것 같아.
E10094,금전,당황,청년,F,전세 만기가 다가오는데 돈이 부족해. 하루 종일 그 생각만 나.
E10095,학업,슬픔,청년,F,시험 성적이 생각보다 안 나왔어. 밤에 잠도 안 오고 계속 그 생각만 나.
E10096,학업,상처,청년,F,밤새 공부했는데 문제가 다 처음 보는 거였어. 별일 아닌 척했는데 사실 많이 서운했어.
E10097,학업,슬픔,청년,M,시험 성적이 생각보다 안 나왔어. 아무것도 손에 안 잡혀.
E10098,직장,당황,중년,F,출근길에 지하철에서 쓰러질 뻔했어. 아무것도 손에 안 잡혀.
E10099,직장,분노,청년,F,상사한테 보고서 때문에 한 소리 들었어. 뭐라고 말해야 할지 모르겠어.
E10100,대인관계,분노,청년,F,모임에서 나만 빼고 약속을 잡았더라. 아무것도 손에 안 잡혀.
E10101,가족,슬픔,청년,F,엄마가 병원에 입원하셨어. 며칠째 마음이 안 좋아.
E10102,학업,기쁨,청년,M,장학금 결과가 나왔어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E10103,직장,불안,청년,F,회사에서 갑자기 부서 이동하래. 속이 좀 시끄러워.
E10104,연애,상처,중년,F,헤어진 지 한 달 됐는데 아직 생각나. 나를 그렇게밖에 안 봤다는 게 서운해.
E10105,직장,당황,노년,F,이번 달도 야근 수당이 안 들어왔어요. 그 자리에서 아무 말도 못 했어요.
E10106,금전,당황,중년,F,전세 만기가 다가오는데 돈이 부족해. 잠도 잘 안 오고 계속 뒤척여.
E10107,가족,슬픔,중년,F,명절에 친척들이 취업 얘기만 물어봤어. 혼자 있으면 자꾸 울게 돼.
E10108,직장,분노,중년,M,야근이 삼 주째 이어지고 있어. 뭐라고 말해야 할지 모르겠어.
E10109,건강,상처,중년,F,허리가 아파서 오래 못 앉아 있어. 그냥 좀 지쳐.
E10110,직장,슬픔,청년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 밤에 잠도 안 오고 계속 그 생각만 나.
E10111,학업,당황,청년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 이런 내가 좀 낯설어.
E10112,연애,당황,중년,M,여자친구가 갑자기 연락을 끊었어. 아무것도 손에 안 잡혀.
E10113,학업,기쁨,청년,F,장학금 결과가 나왔어. 진짜 오랜만에 기분이 날아갈 것 같아.
E10114,직장,불안,중년,M,동기가 먼저 승진했어. 걱정돼서 밥도 잘 안 넘어가.
E10115,대인관계,기쁨,중년,F,새로 간 모임에서 사람들이 잘 챙겨줬어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E10116,직장,당황,중년,F,오늘 회의에서 발표를 망쳤어. 어떻게 반응해야 할지 모르겠더라.
E10117,직장,분노,중년,F,출근길에 지하철에서 쓰러질 뻔했어. 짜증이 나서 아무것도 손에 안 잡혀.
E10118,직장,당황,노년,F,동기가 먼저 승진했어. 혼자 있고 싶다가도 외로워.
E10119,연애,슬픔,중년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 뭘 해도 마음이 텅 빈 것 같아.
E10120,건강,상처,중년,M,건강검진 결과가 안 좋게 나왔어. 그냥 좀 지쳐.
E10121,금전,기쁨,중년,M,적금이 드디어 만기 됐어. 하루 종일 그 생각만 나.
E10122,직장,상처,중년,F,회사에서 갑자기 부서 이동하래. 기분이 계속 가라앉아.
E10123,가족,슬픔,중년,F,시어머니가 갑자기 집에 오신대. 아무것도 하기 싫고 자꾸 가라앉아.
E10124,연애,슬픔,청년,F,남자친구랑 어제 크게 싸웠어. 밤에 잠도 안 오고 계속 그 생각만 나.
E10125,대인관계,기쁨,중년,M,오랜만에 옛 친구한테 연락이 왔어. 오늘은 뭘 해도 다 잘될 것 같아.
E10126,대인관계,상처,노년,F,모임에서 나만 빼고 약속을 잡았더라. 그 말이 계속 마음에 남아.
E10127,직장,분노,청년,F,이번 달도 야근 수당이 안 들어왔어. 괜히 예민해지는 것 같아.
E10128,학업,당황,노년,M,논문 심사가 다음 주야. 뭐라고 말해야 할지 모르겠어요.
E10129,건강,불안,청년,M,건강검진 결과가 안 좋게 나왔어. 뭘 어떻게 해야 할지 모르겠어서 초조해.
E10130,가족,슬픔,중년,M,엄마가 병원에 입원하셨어. 밤에 잠도 안 오고 계속 그 생각만 나.
E10131,연애,불안,중년,F,남자친구랑 어제 크게 싸웠어. 뭘 어떻게 해야 할지 모르겠어서 초조해.
E10132,가족,기쁨,중년,F,동생이 취직했어. 오늘은 뭘 해도 다 잘될 것 같아.
E10133,직장,분노,노년,F,오늘 회의에서 발표를 망쳤어요. 그냥 마음이 복잡해요.
E10134,가족,분노,청년,M,부모님이 자꾸 결혼 얘기를 하셔. 왜 나한테만 이러는 건지 억울해.
E10135,대인관계,상처,청년,M,친한 친구가 내 뒷담화를 했대. 뭐라고 말해야 할지 모르겠어.
E10136,학업,슬픔,중년,F,시험 성적이 생각보다 안 나왔어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E10137,직장,슬픔,중년,M,상사한테 보고서 때문에 한 소리 들었어. 그냥 하루 종일 눈물만 나.
E10138,건강,기쁨,청년,M,다이어트 목표를 드디어 달성했어. 속이 좀 시끄러워.
E10139,금전,불안,청년,F,전세 만기가 다가오는데 돈이 부족해. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10140,금전,슬픔,노년,F,전세 만기가 다가오는데 돈이 부족해요. 이런 내가 좀 낯설어요.
E10141,가족,상처,청년,F,시어머니가 갑자기 집에 오신대. 아무렇지 않은 척하는 게 제일 힘들어.
E10142,대인관계,상처,청년,F,이웃이 층간소음으로 찾아왔어. 별일 아닌 척했는데 사실 많이 서운했어.
E10143,가족,당황,청년,M,부모님이 자꾸 결혼 얘기를 하셔. 너무 갑작스러워서 아직도 얼떨떨해.
E10144,가족,슬픔,중년,F,명절에 친척들이 취업 얘기만 물어봤어. 뭘 해도 마음이 텅 빈 것 같아.
E10145,가족,불안,중년,M,부모님이 자꾸 결혼 얘기를 하셔. 걱정돼서 밥도 잘 안 넘어가.
E10146,학업,당황,청년,F,논문 심사가 다음 주야. 그 자리에서 아무 말도 못 했어.
E10147,연애,슬픔,청년,F,헤어진 지 한 달 됐는데 아직 생각나. 밤에 잠도 안 오고 계속 그 생각만 나.
E10148,대인관계,분노,청년,M,친구가 돈을 빌려 가고 연락이 없어. 진짜 화가 나서 참을 수가 없어.
E10149,직장,상처,청년,M,퇴근하고 집에 오면 아무것도 못 하겠어. 괜히 예민해지는 것 같아.
E10150,대인관계,상처,청년,F,친구가 돈을 빌려 가고 연락이 없어. 이런 내가 좀 낯설어.
E10151,직장,당황,중년,F,야근이 삼 주째 이어지고 있어. 그냥 마음이 복잡해.
E10152,연애,당황,청년,M,헤어진 지 한 달 됐는데 아직 생각나. 어떻게 반응해야 할지 모르겠더라.
E10153,건강,슬픔,청년,M,두통이 며칠째 안 가. 혼자 있으면 자꾸 울게 돼.
E10154,직장,불안,중년,M,이번 달도 야근 수당이 안 들어왔어. 잘못될까 봐 밤에 잠이 안 와.
E10155,연애,당황,청년,F,애인이 내 생일을 잊었어. 그 자리에서 아무 말도 못 했어.
E10156,직장,기쁨,청년,F,동료가 내 실수를 다 덮어줬어. 너무 좋아서 아직도 실감이 안 나.
E10157,대인관계,분노,중년,F,친한 친구가 내 뒷담화를 했대. 왜 나한테만 이러는 건지 억울해.
E10158,연애,기쁨,중년,F,오늘 프러포즈 받았어. 속이 좀 시끄러워.
E10159,건강,불안,청년,M,병원에서 재검사하래. 자꾸 최악의 상황만 상상하게 돼.
E10160,학업,불안,청년,F,논문 심사가 다음 주야. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10161,직장,기쁨,청년,M,연봉 협상이 생각보다 잘 됐어. 누구한테라도 자랑하고 싶어.
E10162,직장,슬픔,청년,M,야근이 삼 주째 이어지고 있어. 아무것도 하기 싫고 자꾸 가라앉아.
E10163,대인관계,기쁨,중년,M,새로 간 모임에서 사람들이 잘 챙겨줬어. 진짜 오랜만에 기분이 날아갈 것 같아.
E10164,연애,불안,노년,F,여자친구가 갑자기 연락을 끊었어요. 심장이 계속 두근거려.
E10165,연애,기쁨,청년,F,오늘 프러포즈 받았어. 진짜 오랜만에 기분이 날아갈 것 같아.
E10166,금전,당황,중년,F,카드값이 월급보다 많이 나왔어. 이런 내가 좀 낯설어.
E10167,건강,분노,중년,F,건강검진 결과가 안 좋게 나왔어. 며칠째 마음이 안 좋아.
E10168,가족,기쁨,청년,M,아이가 학교에서 상을 받아 왔어. 뭐라고 말해야 할지 모르겠어.
E10169,직장,슬픔,중년,F,동기가 먼저 승진했어. 뭘 해도 마음이 텅 빈 것 같아.
E10170,금전,기쁨,청년,F,보너스가 들어왔어. 누구한테라도 자랑하고 싶어.
E10171,가족,기쁨,청년,F,동생이 취직했어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E10172,직장,불안,중년,M,이번 달도 야근 수당이 안 들어왔어. 혼자 있고 싶다가도 외로워.
E10173,대인관계,기쁨,청년,M,오랜만에 옛 친구한테 연락이 왔어. 그냥 좀 지쳐.
E10174,건강,당황,청년,F,허리가 아파서 오래 못 앉아 있어. 그 자리에서 아무 말도 못 했어.
E10175,직장,불안,청년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 자꾸 최악의 상황만 상상하게 돼.
E10176,건강,분노,청년,M,건강검진 결과가 안 좋게 나왔어. 당장 따지고 싶은데 참느라 힘들어.
E10177,가족,불안,중년,M,엄마가 병원에 입원하셨어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10178,직장,기쁨,중년,M,동료가 내 실수를 다 덮어줬어. 혼자 있고 싶다가도 외로워.
E10179,건강,분노,청년,F,건강검진 결과가 안 좋게 나왔어. 생각할수록 열받아.
E10180,연애,슬픔,청년,M,여자친구가 갑자기 연락을 끊었어. 뭘 해도 마음이 텅 빈 것 같아.
E10181,가족,분노,청년,F,시어머니가 갑자기 집에 오신대. 이게 말이 되냐고.
E10182,직장,분노,청년,F,팀장이 내 아이디어를 자기 거라고 발표했어. 이게 말이 되냐고.
E10183,가족,상처,중년,F,아빠랑 또 말다툼했어. 그냥 좀 지쳐.
E10184,직장,상처,중년,M,프로젝트 마감이 코앞인데 아무것도 안 됐어. 그 말이 계속 마음에 남아.
E10185,직장,분노,청년,F,상사한테 보고서 때문에 한 소리 들었어. 그냥 마음이 복잡해.
E10186,학업,기쁨,중년,M,장학금 결과가 나왔어. 요즘 이런 일이 계속 생기니까 살 맛 나.
E10187,직장,분노,청년,M,야근이 삼 주째 이어지고 있어. 이게 말이 되냐고.
E10188,가족,슬픔,청년,M,엄마가 병원에 입원하셨어. 그냥 마음이 복잡해.
E10189,가족,불안,중년,M,엄마가 병원에 입원하셨어. 잘못될까 봐 밤에 잠이 안 와.
E10190,가족,슬픔,중년,F,부모님이 자꾸 결혼 얘기를 하셔. 이런 내가 좀 낯설어.
E10191,가족,당황,중년,F,명절에 친척들이 취업 얘기만 물어봤어. 어떻게 반응해야 할지 모르겠더라.
E10192,가족,상처,청년,F,엄마가 병원에 입원하셨어. 별일 아닌 척했는데 사실 많이 서운했어.
E10193,직장,불안,청년,F,동기가 먼저 승진했어. 심장이 계속 두근거려.
E10194,금전,불안,청년,F,전세 만기가 다가오는데 돈이 부족해. 이런 내가 좀 낯설어.
E10195,대인관계,분노,청년,F,친한 친구가 내 뒷담화를 했대. 왜 나한테만 이러는 건지 억울해.
E10196,금전,슬픔,청년,F,주식이 반토막 났어. 잠도 잘 안 오고 계속 뒤척여.
E10197,직장,기쁨,중년,F,동료가 내 실수를 다 덮어줬어. 그냥 마음이 복잡해.
E10198,직장,당황,청년,F,야근이 삼 주째 이어지고 있어. 그냥 마음이 복잡해.
E10199,대인관계,당황,청년,F,이웃이 층간소음으로 찾아왔어. 예상을 완전히 벗어나서 정신이 없어.
E10200,연애,슬픔,청년,M,여자친구가 갑자기 연락을 끊었어. 아무것도 손에 안 잡혀.
E10201,대인관계,당황,중년,F,친구가 돈을 빌려 가고 연락이 없어. 갑자기 이런 일이 생길 줄 몰랐어.
E10202,금전,슬픔,중년,M,친구 결혼식이 세 개나 겹쳤어. 그냥 좀 지쳐.
E10203,가족,기쁨,청년,M,동생이 취직했어. 혼자 있고 싶다가도 외로워.
E10204,직장,상처,노년,F,팀장이 내 아이디어를 자기 거라고 발표했어요. 혼자 있고 싶다가도 외로워.
E10205,직장,슬픔,청년,F,야근이 삼 주째 이어지고 있어. 며칠째 마음이 안 좋아.
E10206,가족,슬픔,청년,M,시어머니가 갑자기 집에 오신대. 뭘 해도 마음이 텅 빈 것 같아.
E10207,직장,당황,중년,F,출근길에 지하철에서 쓰러질 뻔했어. 갑자기 이런 일이 생길 줄 몰랐어.
E10208,가족,분노,청년,F,엄마가 병원에 입원하셨어. 당장 따지고 싶은데 참느라 힘들어.
E10209,연애,상처,중년,M,애인이 내 생일을 잊었어. 속이 좀 시끄러워.
E10210,학업,당황,청년,F,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 뭐라고 해야 할지 몰라서 머리가 하얘졌어.
E10211,건강,불안,청년,M,건강검진 결과가 안 좋게 나왔어. 자꾸 최악의 상황만 상상하게 돼.
E10212,가족,당황,중년,M,부모님이 자꾸 결혼 얘기를 하셔. 속이 좀 시끄러워.
E10213,가족,슬픔,청년,M,엄마가 병원에 입원하셨어. 하루 종일 그 생각만 나.
E10214,금전,불안,청년,F,전세 만기가 다가오는데 돈이 부족해. 걱정돼서 밥도 잘 안 넘어가.
E10215,대인관계,분노,청년,F,이웃이 층간소음으로 찾아왔어. 당장 따지고 싶은데 참느라 힘들어.
E10216,연애,슬픔,청년,M,여자친구가 갑자기 연락을 끊었어. 아무것도 하기 싫고 자꾸 가라앉아.
E10217,금전,슬픔,중년,M,전세 만기가 다가오는데 돈이 부족해. 요즘 왜 이렇게 다 허무한지 모르겠어.
E10218,대인관계,상처,중년,F,친한 친구가 내 뒷담화를 했대. 별일 아닌 척했는데 사실 많이 서운했어.
E10219,건강,상처,중년,F,건강검진 결과가 안 좋게 나왔어. 기분이 계속 가라앉아.
E10220,직장,불안,중년,F,동기가 먼저 승진했어. 그냥 마음이 복잡해.
E10221,연애,슬픔,중년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 밤에 잠도 안 오고 계속 그 생각만 나.
E10222,직장,당황,청년,M,이번 달도 야근 수당이 안 들어왔어. 잠도 잘 안 오고 계속 뒤척여.
E10223,가족,분노,중년,F,명절에 친척들이 취업 얘기만 물어봤어. 짜증이 나서 아무것도 손에 안 잡혀.
E10224,직장,기쁨,청년,M,동료가 내 실수를 다 덮어줬어. 아무것도 손에 안 잡혀.
E10225,연애,분노,청년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 왜 나한테만 이러는 건지 억울해.
E10226,직장,불안,청년,M,출근길에 지하철에서 쓰러질 뻔했어. 잘못될까 봐 밤에 잠이 안 와.
E10227,직장,분노,중년,F,프로젝트 마감이 코앞인데 아무것도 안 됐어. 잠도 잘 안 오고 계속 뒤척여.
E10228,직장,불안,청년,M,동기가 먼저 승진했어. 뭘 어떻게 해야 할지 모르겠어서 초조해.
E10229,대인관계,분노,청년,F,친구가 돈을 빌려 가고 연락이 없어. 당장 따지고 싶은데 참느라 힘들어.
E10230,직장,기쁨,청년,F,연봉 협상이 생각보다 잘 됐어. 오늘은 뭘 해도 다 잘될 것 같아.
E10231,대인관계,분노,중년,F,이웃이 층간소음으로 찾아왔어. 괜히 예민해지는 것 같아.
E10232,금전,슬픔,중년,F,전세 만기가 다가오는데 돈이 부족해. 요즘 왜 이렇게 다 허무한지 모르겠어.
E10233,가족,상처,청년,F,아빠랑 또 말다툼했어. 이런 내가 좀 낯설어.
E10234,대인관계,당황,중년,M,친한 친구가 내 뒷담화를 했대. 그 자리에서 아무 말도 못 했어.
E10235,대인관계,당황,청년,F,이웃이 층간소음으로 찾아왔어. 뭐라고 해야 할지 몰라서 머리가 하얘졌어.
E10236,대인관계,상처,노년,F,이웃이 층간소음으로 찾아왔어요. 내가 그렇게 하찮은 사람인가 싶어요.
E10237,대인관계,상처,노년,M,이웃이 층간소음으로 찾아왔어. 나를 그렇게밖에 안 봤다는 게 서운해.
E10238,학업,불안,청년,M,논문 심사가 다음 주야. 그냥 좀 지쳐.
E10239,건강,불안,중년,F,건강검진 결과가 안 좋게 나왔어. 심장이 계속 두근거려.
E10240,직장,슬픔,청년,M,동기가 먼저 승진했어. 그냥 하루 종일 눈물만 나.
E10241,직장,슬픔,청년,M,야근이 삼 주째 이어지고 있어. 뭘 해도 마음이 텅 빈 것 같아.
E10242,금전,불안,중년,F,전세 만기가 다가오는데 돈이 부족해. 걱정돼서 밥도 잘 안 넘어가.
E10243,직장,슬픔,노년,M,동기가 먼저 승진했어요. 아무것도 하기 싫고 자꾸 가라앉아.
E10244,건강,상처,청년,M,건강검진 결과가 안 좋게 나왔어. 며칠째 마음이 안 좋아.
E10245,학업,불안,청년,M,시험 성적이 생각보다 안 나왔어. 잠도 잘 안 오고 계속 뒤척여.
E10246,직장,기쁨,청년,F,동료가 내 실수를 다 덮어줬어. 그동안 고생한 보람이 있네.
E10247,대인관계,분노,청년,M,친구가 돈을 빌려 가고 연락이 없어. 잠도 잘 안 오고 계속 뒤척여.
E10248,가족,불안,중년,F,엄마가 병원에 입원하셨어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10249,연애,상처,중년,M,헤어진 지 한 달 됐는데 아직 생각나. 혼자 있고 싶다가도 외로워.
E10250,직장,슬픔,중년,M,회사에서 갑자기 부서 이동하래. 기분이 계속 가라앉아.
E10251,건강,당황,중년,F,건강검진 결과가 안 좋게 나왔어. 어떻게 반응해야 할지 모르겠더라.
E10252,건강,슬픔,중년,M,병원에서 재검사하래. 이런 내가 좀 낯설어.
E10253,가족,슬픔,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 밤에 잠도 안 오고 계속 그 생각만 나.
E10254,직장,슬픔,청년,F,상사한테 보고서 때문에 한 소리 들었어. 혼자 있으면 자꾸 울게 돼.
E10255,연애,당황,청년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 너무 갑작스러워서 아직도 얼떨떨해.
E10256,직장,불안,중년,F,이번 달도 야근 수당이 안 들어왔어. 하루 종일 그 생각만 나.
E10257,가족,당황,청년,M,명절에 친척들이 취업 얘기만 물어봤어. 이런 내가 좀 낯설어.
E10258,연애,슬픔,중년,F,헤어진 지 한 달 됐는데 아직 생각나. 며칠째 마음이 안 좋아.
E10259,직장,기쁨,청년,F,동료가 내 실수를 다 덮어줬어. 그동안 고생한 보람이 있네.
E10260,직장,기쁨,청년,F,연봉 협상이 생각보다 잘 됐어. 너무 좋아서 아직도 실감이 안 나.
E10261,연애,당황,중년,M,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 그냥 마음이 복잡해.
E10262,가족,기쁨,노년,F,아이가 학교에서 상을 받아 왔어요. 오늘은 뭘 해도 다 잘될 것 같아요.
E10263,대인관계,당황,청년,F,이웃이 층간소음으로 찾아왔어. 너무 갑작스러워서 아직도 얼떨떨해.
E10264,가족,불안,청년,F,부모님이 자꾸 결혼 얘기를 하셔. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10265,연애,분노,청년,M,애인이 내 생일을 잊었어. 생각할수록 열받아.
E10266,연애,슬픔,청년,M,헤어진 지 한 달 됐는데 아직 생각나. 기분이 계속 가라앉아.
E10267,대인관계,상처,중년,F,모임에서 나만 빼고 약속을 잡았더라. 기분이 계속 가라앉아.
E10268,직장,불안,중년,M,회사에서 갑자기 부서 이동하래. 그냥 마음이 복잡해.
E10269,금전,분노,청년,F,전세 만기가 다가오는데 돈이 부족해. 뭐라고 말해야 할지 모르겠어.
E10270,대인관계,기쁨,청년,F,새로 간 모임에서 사람들이 잘 챙겨줬어. 진짜 오랜만에 기분이 날아갈 것 같아.
E10271,대인관계,슬픔,청년,F,이웃이 층간소음으로 찾아왔어. 아무것도 하기 싫고 자꾸 가라앉아.
E10272,가족,슬픔,노년,F,아빠랑 또 말다툼했어요. 요즘 왜 이렇게 다 허무한지 모르겠어요.
E10273,직장,분노,청년,F,이번 달도 야근 수당이 안 들어왔어. 생각할수록 열받아.
E10274,직장,슬픔,청년,F,출근길에 지하철에서 쓰러질 뻔했어. 혼자 있으면 자꾸 울게 돼.
E10275,가족,상처,중년,M,엄마가 병원에 입원하셨어. 기분이 계속 가라앉아.
E10276,건강,슬픔,노년,M,건강검진 결과가 안 좋게 나왔어. 밤에 잠도 안 오고 계속 그 생각만 나.
E10277,대인관계,상처,청년,F,친구가 돈을 빌려 가고 연락이 없어. 믿었던 사람한테 이런 일 당하니까 더 아파.
E10278,금전,슬픔,중년,M,카드값이 월급보다 많이 나왔어. 뭘 해도 마음이 텅 빈 것 같아.
E10279,대인관계,슬픔,청년,F,모임에서 나만 빼고 약속을 잡았더라. 며칠째 마음이 안 좋아.
E10280,대인관계,불안,청년,M,친구가 돈을 빌려 가고 연락이 없어. 걱정돼서 밥도 잘 안 넘어가.
E10281,연애,불안,청년,F,애인이 내 생일을 잊었어. 앞으로 어떻게 될지 몰라서 계속 불안해.
E10282,금전,불안,중년,F,전세 만기가 다가오는데 돈이 부족해. 아무것도 손에 안 잡혀.
E10283,금전,분노,청년,M,카드값이 월급보다 많이 나왔어. 진짜 화가 나서 참을 수가 없어.
E10284,대인관계,상처,중년,F,이웃이 층간소음으로 찾아왔어. 속이 좀 시끄러워.
E10285,직장,당황,중년,F,팀장이 내 아이디어를 자기 거라고 발표했어. 너무 갑작스러워서 아직도 얼떨떨해.
E10286,학업,상처,청년,M,취업 준비랑 학교 수업을 같이 하니까 시간이 없어. 그 말이 계속 마음에 남아.
E10287,금전,기쁨,청년,M,보너스가 들어왔어. 그냥 좀 지쳐.
E10288,금전,불안,청년,F,주식이 반토막 났어. 걱정돼서 밥도 잘 안 넘어가.
E10289,학업,불안,청년,F,시험 성적이 생각보다 안 나왔어. 혼자 있고 싶다가도 외로워.
E10290,건강,당황,청년,F,허리가 아파서 오래 못 앉아 있어. 뭐라고 해야 할지 몰라서 머리가 하얘졌어.
E10291,대인관계,슬픔,청년,F,친구가 돈을 빌려 가고 연락이 없어. 혼자 있고 싶다가도 외로워.
E10292,건강,불안,청년,F,두통이 며칠째 안 가. 자꾸 최악의 상황만 상상하게 돼.
E10293,학업,슬픔,청년,F,같은 조 애들이 아무것도 안 해. 아무것도 하기 싫고 자꾸 가라앉아.
E10294,직장,분노,중년,M,팀장이 내 아이디어를 자기 거라고 발표했어. 짜증이 나서 아무것도 손에 안 잡혀.
E10295,직장,불안,청년,F,퇴근하고 집에 오면 아무것도 못 하겠어. 잘못될까 봐 밤에 잠이 안 와.
E10296,연애,슬픔,청년,F,결혼 얘기가 나오니까 둘 다 말이 없어졌어. 요즘 왜 이렇게 다 허무한지 모르겠어.
E10297,건강,불안,청년,M,허리가 아파서 오래 못 앉아 있어. 잘못될까 봐 밤에 잠이 안 와.
E10298,대인관계,기쁨,청년,M,새로 간 모임에서 사람들이 잘 챙겨줬어. 잠도 잘 안 오고 계속 뒤척여.
E10299,금전,분노,중년,M,전세 만기가 다가오는데 돈이 부족해. 짜증이 나서 아무것도 손에 안 잡혀.
E10300,가족,상처,청년,M,아빠랑 또 말다툼했어. 내가 그렇게 하찮은 사람인가 싶어.
E10301,가족,슬픔,청년,F,아빠랑 또 말다툼했어. 그냥 하루 종일 눈물만 나.
